REF	Company (Manufacturer)	Company Location	Review Date	Country of Bean Origin	Specific Bean Origin or Bar Name	Cocoa Percent	Ingredients	Most Memorable Characteristics	Rating
1728	Altus aka Cao Artisan	U.S.A.	2016	Peru	Acopagro	60%	3- B,S,C	dry, sweet, caramel	3
1732	Altus aka Cao Artisan	U.S.A.	2016	Peru	Villa Andina	60%	3- B,S,C	sandy, sweet, sour, off	2.5
1864	Dick Taylor	U.S.A.	2016	Vietnam	Tien Giang	78%	2- B,S	tropical berry, intense	3.5
1728	Altus aka Cao Artisan	U.S.A.	2016	Nicaragua	Momotombo	60%	3- B,S,C	powdery, sweet, molasses	2.75
1732	Altus aka Cao Artisan	U.S.A.	2016	Ecuador	Gruppo Salinas	60%	3- B,S,C	sandy, nutty, earthy, roasty	2.75
1916	Desbarres	Canada	2016	Tanzania	Kilombero, batch 41	72%	2- B,S	vanilla, chemical, rubber	2.5
1832	De Villiers	South Africa	2016	Uganda	Bundibugyo District	70%	3- B,S,C	high roast, intense, fatty	2.5
1832	De Villiers	South Africa	2016	Madagascar	Sambirano Valley, batch 2477	70%	3- B,S,C	high roast, fruit	3
1732	Altus aka Cao Artisan	U.S.A.	2016	Bolivia	CIAAB Coop	60%	3- B,S,C	sandy, sweet, pungent	2.5
1708	Dark Forest	U.S.A.	2016	Bolivia	Bolivia	75%	3- B,S,C	mild cherry, fatty	3.25
1920	DAR	U.S.A.	2016	Vietnam	Vietnam	72%	2- B,S	raisins, astringent	3
1920	DAR	U.S.A.	2016	Venezuela	Venezuela, batch 122	72%	2- B,S	nut, tobacco, burnt, off notes	2.75
1920	DAR	U.S.A.	2016	Blend	DUO, batch 002, Ecuador, Costa Rica	70%	2- B,S	floral, licorice, roasty	3.25
1816	Dandelion	U.S.A.	2016	Dominican Republic	Zorzal Reserva, 2015 H., Kerchner	70%	2- B,S	cherry, rich choco	3.75
1736	Creo	U.S.A.	2016	Ecuador	"heirloom", Arriba Nacional	73%	3- B,S,C	creamy, complex, fruity	3.75
1736	Creo	U.S.A.	2016	Ecuador	"heirloom", Arriba Nacional	85%	3- B,S,C	oily, mild bitter, nutty, fruit	3.25
1916	Confluence	U.S.A.	2016	Vietnam	Tien Giang, 2015, batch 10-2-16	78%	2- B,S	woody, nutty, off sour note	2.75
1832	Chocosol	Canada	2016	Mexico	Chiapas, Lacandon Jungle, Oaxacom Mtn	75%	3- B,S,C	grainy, sweet, whole bean	3.25
1764	Chocolate Con Amor	U.S.A.	2016	Venezuela	Ocumare	80%	2- B,S	gritty, nutty, caramel	3
1760	Chocolate Con Amor	U.S.A.	2016	Uganda	Uganda	70%	2- B,S	roasty, cocoa, molasses	2.75
1768	Chocolate Con Amor	U.S.A.	2016	Nicaragua	Nicaragua	80%	2- B,S	nutty, roasty, bitter	2.75
1764	Chocolate Con Amor	U.S.A.	2016	Ecuador	Ecuador	70%	2- B,S	molasses, tart, floral	3.25
1764	Chocolate Con Amor	U.S.A.	2016	Dominican Republic	Dominican Republic	75%	2- B,S	sandy, rich, roasty, earthy	3
1764	Chocolate Con Amor	U.S.A.	2016	Dominican Republic	Dominican Republic	60%	2- B,S	gritty, sweet, molasses	3
1760	Chocolate Con Amor	U.S.A.	2016	Bolivia	Wild Bolivian	70%	2- B,S	gritty, molasses, earthy	2.5
1772	Chocolate Alchemist-Philly	U.S.A.	2016	Peru	Tumbes, "Zarumilla"	90%	2- B,S*	sticky, bitter, molasses, tart	2.5
1772	Chocolate Alchemist-Philly	U.S.A.	2016	Blend	Philly Blend, 5 plantations	80%	2- B,S*	sticky, coconut, sour, bitter	2.5
1900	Charm School	U.S.A.	2016	Belize	Maya Mtn	70%	3- B,S,C	slightly metallic, woody, berry	3.25
1724	Castronovo	U.S.A.	2016	Belize	Maya Mtn, Batch 454, Heirloom	72%	3- B,S,C	bright fruit, molasses, nutty	4
1888	Carlotta Chocolat	Colombia	2016	Colombia	Cesar, CCN51	65%	3- B,S,C	sweet, grassy, nutty	3.5
1888	Carlotta Chocolat	Colombia	2016	Colombia	Huila	65%	3- B,S,C	overly sweet, mild spice	3.5
1888	Carlotta Chocolat	Colombia	2016	Colombia	Cordoba	65%	3- B,S,C	mild smoke, sweet edge	3.25
1888	Carlotta Chocolat	Colombia	2016	Colombia	Tumaco	65%	3- B,S,C	nutty, grain, late choco	3.25
1884	Carlotta Chocolat	Colombia	2016	Colombia	Arauca	65%	3- B,S,C	sweet, marshmallow	3
1804	Cao	U.S.A.	2016	Venezuela	Porcelana, Batch 5163	70%	3- B,S,C	strong nutty with off notes	3
1804	Cao	U.S.A.	2016	Venezuela	Porcelana	75%	3- B,S,C	nutty, burnt, fuel	2.5
1804	Cao	U.S.A.	2016	Tanzania	Tanzania	73%	3- B,S,C	sweet, acidic, fatty	2.75
1808	Cao	U.S.A.	2016	Brazil	Brazil	70%	3- B,S,C	dairy, chocolate, mild fruit	3.25
1808	Cao	U.S.A.	2016	Bolivia	Bolivia	75%	3- B,S,C	sandy, bold, cherry	3
1908	Cacao Sampaka	Spain	2016	Congo	Mahali, Kasai	70%	4- B,S,C,L	rich, cherries, acidic	3.5
1860	Cacao Market	U.S.A.	2016	Honduras	Jutiapa, lot 050916D	70%	4- B,S,C,L	deep cocoa, fatty, dairy	3.5
1816	Cacao Hunters	Colombia	2016	Colombia	Perla Negra	74%	3- B,S,C	mild cocoa, astringent	3.75
1816	Cacao Hunters	Colombia	2016	Colombia	Macondo	71%	3- B,S,C	distinct, short, dried fruit	3.75
1716	Cacao Barry	France	2016	Haiti	Grand 'Anse	65%	5- B,S,C,V,L	gritty, sweet, citrus	3.5
1868	Brasstown aka It's Chocolate	U.S.A.	2016	Venezuela	Guasare, Zulia Prov.	70%	3- B,S,C	nutty, slight hammy, rich	3.5
1876	A. Morin	France	2016	Sao Tome	Agua Grande	63%	4- B,S,C,L	sweet, chocolatey, vegetal	3.75
1868	Brasstown aka It's Chocolate	U.S.A.	2016	Nicaragua	O'payo, Waslala	70%	3- B,S,C	simple, rich cocoa	3.75
1912	Bonnat	France	2016	Mexico	Selva Maya	75%	3- B,S,C	heavy roast, fatty, gateway	3.5
1752	Blue Bandana	U.S.A.	2016	Tanzania	Kokoa Kamili	75%	2- B,S	bready, melon	3.5
1740	Blue Bandana	U.S.A.	2016	Madagascar	Akesson's E., Sambirano V.	82%	2- B,S	sandy, tart, sour, sweet	3.5
1752	Blue Bandana	U.S.A.	2016	Guatemala	Lachua	75%	2- B,S	roasty, coffee, earthy	2.75
1756	Blue Bandana	U.S.A.	2016	Dominican Republic	Zorzal Reserva	75%	2- B,S	astringent, sour, coffee	3
1716	Zokoko	Australia	2016	Solomon Islands	Guadalcanal	78%	4- B,S,C,L	smokey, dried fruit, balanced	3.75
1780	Zokoko	Australia	2016	Blend	Goddess Blend	65%	5- B,S,C,V,L	oily, sweet, choco, nutty	3.25
1880	Zart Pralinen	Austria	2016	Trinidad	San Juan Estate, Gran Couva	78%	2- B,S	tobacco, over roasted	3.5
1824	Zart Pralinen	Austria	2016	Trinidad	San Juan Estate	85%	3- B,S,C	sticky, strong bitter, spice	2.75
1824	Zart Pralinen	Austria	2016	Tanzania	Kakao Kamili, Kilombero Valley	70%	3- B,S,C	smoke, tart, burnt cocoa	3.5
1824	Zart Pralinen	Austria	2016	Tanzania	Kakao Kamili, Kilombero Valley	85%	3- B,S,C	melon, mild tart, bitter, fatty	3
1820	Zart Pralinen	Austria	2016	Madagascar	Millot P., Ambanja	70%	3- B,S,C	sticky, mellow choco, dairy	3.5
1824	Zart Pralinen	Austria	2016	Ecuador	UNOCACE	70%	3- B,S,C	sticky, off notes of rubber	2.75
1912	Wm	U.S.A.	2016	Venezuela	Guasare, Zulia Prov., 2015, batch 124	74%	3- B,S,C	nutty, rubber	3
1916	Wm	U.S.A.	2016	Ghana	Ghana, 2013, batch 129	75%	3- B,S,C	strong malt, choco pudding	3.75
1912	Wm	U.S.A.	2016	Bolivia	Wild Beniano, 2016, batch 128, Heirloom	76%	3- B,S,C	nutty, fig, short length	3.5
1848	Willie's Cacao	U.K.	2016	Colombia	Los Llanos	70%	3- B,S,C	rich cocoa, spicy, cinamon	4
1756	Wellington Chocolate Factory	New Zealand	2016	Peru	Piura Blanco, Norandino	70%	2- B,S*	grapes, pungent	3.5
1756	Wellington Chocolate Factory	New Zealand	2016	Dominican Republic	Conacado	70%	2- B,S*	dry, rich, roasty	3.5
1720	Vivra	U.S.A.	2016	Venezuela	Ocumare	70%	5- B,S,C,V,L	nutty, off notes	2.5
1720	Vivra	U.S.A.	2016	Peru	Peru	70%	5- B,S,C,V,L	pungent, metallic	2.5
1724	Vivra	U.S.A.	2016	Dominican Republic	Dominican Republic	70%	5- B,S,C,V,L	sweet, simple, cocoa	3
1752	Upchurch	U.S.A.	2016	Tanzania	Tanzania, Party Bar	72%	2- B,S	sandy, sweet, peach	3.25
1752	Upchurch	U.S.A.	2016	Madagascar	Madagascar, Sassy Bar	72%	2- B,S	sweet, acidic, tart	3
1740	Two Ravens	U.S.A.	2016	Peru	Peru	60%	3- B,S,C	coarse, sweet, lemon	3
1768	Belyzium	Germany	2016	Belize	Belize south	83%	3- B,S,C	balanced, complex, berry	3.5
1768	Belyzium	Germany	2016	Belize	Belize south	78%	3- B,S,C	sweet, nibby, green	3
1836	Timo A. Meyer	Germany	2016	Belize	Belize, med roast	72%	3- B,S,C	bright fruit, cashew	3.75
1768	Belyzium	Germany	2016	Belize	Belize south, low fermentation	83%	3- B,S,C	unbalanced, tangy, pungent	2.75
1716	TCHO	U.S.A.	2016	Blend	West Africa	62%	5- B,S,C,V,L	strong vanilla, sweet, fatty	2
1868	Tan Ban Skrati	Suriname	2016	Suriname	Paramaribo, batch 20160043-01	70%	2- B,S	earthy, floral, dry	3.25
1800	Bellflower	U.S.A.	2016	Tanzania	Kokao Kamili, Kilombero Valley	70%	3- B,S,C	sticky, delicate, melon	3.5
1864	Bellflower	U.S.A.	2016	Dominican Republic	Oko Caribe, Duarte P.	70%	2- B,S	caramel, mild dried fruit	3.5
1804	Bellflower	U.S.A.	2016	Bolivia	Alto Beni, Palos Blanco	70%	3- B,S,C	oily, complex, pungent	3.25
1796	Suruca Chocolate	Venezuela	2016	Venezuela	Venezuela	60%	3- B,S,C	sticky, sweet, nutty, roasty	3
1796	Suruca Chocolate	Venezuela	2016	Venezuela	Venezuela	70%	3- B,S,C	sticy, nutty, roasty, off notes	2.75
1800	Summerbird	Denmark	2016	Peru	Peru	71%	5- B,S,C,V,L	powdery, vanilla, earthy	3
1800	Summerbird	Denmark	2016	Peru	Peru	61%	5- B,S,C,V,L	sandy, sweet, vanilla	2.5
1792	Spencer	Australia	2016	Madagascar	Madagascar, lot M0403R	70%	3- B,S,C	powdery, cherry, astringent	3.75
1788	Beehive	U.S.A.	2016	Ecuador	Ecuador	90%	3- B,S,C	intense floral, bitter, earthy	2.75
1792	Spencer	Australia	2016	Ecuador	Ecuador, lot E432314L	70%	3- B,S,C	floral, sandy	3.75
1792	Spencer	Australia	2016	Dominican Republic	Dominican Republic, lot D82R	70%	3- B,S,C	spicy, chocolatey	3.5
1784	Beehive	U.S.A.	2016	Ecuador	Ecuador, Batch 31516	70%	3- B,S,C	intense, floral, black pepper	2.75
1828	Soma	Canada	2016	Vietnam	Tien Giang, Black S., batch VIT60420.0	70%	3- B,S,C	creamy, honey, blackberry	4
1784	Beehive	U.S.A.	2016	Dominican Republic	Dominican Republic, Batch 31616	70%	3- B,S,C	sandy, sweet, molasses	2.75
1784	Beehive	U.S.A.	2016	Brazil	Brazil, Batch 20316	80%	3- B,S,C	intense, bitter, dry	2.75
1828	Soma	Canada	2016	Nicaragua	Chuno, San Jose de Bocay, Pantasma R.,B.S.	70%	3- B,S,C	evolves black pepper to citrus	3.75
1820	Soma	Canada	2016	Madagascar	Sambirano Valley, Black Science, B-60307.0	70%	3- B,S,C	robust dark tropical fruit	3.5
1832	Soma	Canada	2016	Ecuador	Camino Verde, Black S., batch cvu6030.0	70%	3- B,S,C	nutty, banana, harsh ending	3.25
1820	Soma	Canada	2016	Dominican Republic	Oko Caribe, Duarte P., Collab w Chocosol	62%	3- B,S,C	creamy, sweet, deep choco	3.5
1828	Soma	Canada	2016	Brazil	Bahia Black, batch bra50722.1	70%	3- B,S,C	creamy, diluted, mild choco	3.5
1828	Soma	Canada	2016	Blend	Abstract S. w/ Jamaica nibs,batch abs60323.0	75%	3- B,S,C	banana, nutty	3.75
1796	Solomons Gold	New Zealand	2016	Solomon Islands	Solomon Island w/ nibs	75%	2- B,S	spicy, roasted, fresh nibs	3.25
1792	Solomons Gold	New Zealand	2016	Solomon Islands	Solomon Island	70%	2- B,S	sweet, roasty, spicy	3.25
1840	Solkiki	U.K.	2016	Peru	Maranon, Fortunato No. 4	68%	2- B,S	sticky, sandy, pungent	2.75
1840	Solkiki	U.K.	2016	Dominican Republic	Castillo, Hispaniola, unroasted	85%	2- B,S	sticky, hammy, bitter	2.75
1812	Sol Cacao	U.S.A.	2016	Ecuador	Ecuador, Batch 1	70%	2- B,S	intense, simple, floral, earthy	3.5
1880	Batch	U.S.A.	2016	Ecuador	Ecuador	65%	3- B,S,C	sandy, floral, sweet	3.25
1864	Smooth Chocolator, The	Australia	2016	Vietnam	Tien Giang	70%	3- B,S,C	creamy, molasses, off note	3
1740	Smooth Chocolator, The	Australia	2016	Venezuela	Guasare, La Sierra de Perija, batch gua001	70%	3- B,S,C	creamy, fruit, cocoa	3.75
1840	Batch	U.S.A.	2016	Dominican Republic	Dominican Republic, Batch 3	65%	3- B,S,C	creamy, sweet, fudgey	3.5
1908	Smooth Chocolator, The	Australia	2016	Guatemala	Chimelb, Lanquin, Alta Verapaz, b-GUA001	70%	3- B,S,C	gummy, fatty, earthy	3.25
1740	Smooth Chocolator, The	Australia	2016	Ecuador	Porcelana, Sorotaima,Machiques,batch pcl001	70%	3- B,S,C	ligt color, creamy, peanut	4
1868	Batch	U.S.A.	2016	Brazil	Brazil	70%	3- B,S,C	strawberry, candy flavor	3.75
1756	Smooth Chocolator, The	Australia	2016	Belize	Maya Mtn, Moho R., Toledo D.	70%	3- B,S,C	apple, mild cherry	3.75
1864	Smooth Chocolator, The	Australia	2016	Australia	Australia	67%	3- B,S,C	delicate, smooth, dairy	3.75
1856	Sirene	Canada	2016	Tanzania	Kokoa Kamili Coop	73%	2- B,S	basic cocoa, gateway	3.5
1860	Sirene	Canada	2016	Ecuador	Esmeraldas, Salazar Farm	73%	2- B,S	rich cocoa, spicy	3.75
1788	Sirene	Canada	2016	Bolivia	Wild Bolivia	73%	2- B,S	sticky, raisins, fudgey	3.5
1884	Shattell	Peru	2016	Peru	Tingo Maria	70%	3- B,S,C	earthy, roasty, vegetal	3.25
1748	Rogue	U.S.A.	2016	Honduras	La Masica, Batch 1, FHIA Research Center	75%	2- B,S	robust, tart, roasty	3.75
1844	Roasting Masters	South Korea	2016	Costa Rica	Maleku	70%	2- B,S	roasty, coffee, intense	3.25
1844	Roasting Masters	South Korea	2016	Costa Rica	Tapanti, light roast	70%	2- B,S	fatty, honey, slight sour	3.25
1844	Roasting Masters	South Korea	2016	Costa Rica	La Dorado, light roast	70%	2- B,S	dried fruit, intense	3.25
1860	Ritual	U.S.A.	2016	Ecuador	Camino Verde P., Balao, 2015 harvest, batch8	75%	2- B,S	floral, bourbon, balanced	3.75
1872	Raoul Boulanger	France	2016	Peru	Piura	75%	3- B,S,C	fatty, cocoa	3.25
1788	Raaka	U.S.A.	2016	Peru	Amazon Basin Blend- SMartin,Pangoa,nacional	70%	3- B,S,C	pungent, green, citrus	3
1800	Quetzalli (Wolter)	Mexico	2016	Mexico	Uranga, Lot 22032016	74%	3- B,S,C	waxy, gritty, spicy, hammy	3
1796	Quetzalli (Wolter)	Mexico	2016	Mexico	Mexico, Lot 28022016	70%	3- B,S,C	gritty, waxy, leather	2.75
1872	Pump Street Bakery	U.K.	2016	Ecuador	Chocoan Rainforest, Teroro Escondido, ESM	77%	3- B,S,C	floral, grain, deep cocoa	3.5
1820	Potomac	U.S.A.	2016	Dominican Republic	Oko Caribe, Duarte Province, 2016 H.	70%	2- B,S	dense, rich, nuanced	3.75
1772	Pinellas	U.S.A.	2016	Honduras	Wampusirpi Region	80%	4- B,S,V,L	banana, earthy ending	2.5
1780	Askinosie	U.S.A.	2016	Tanzania	Mababa	68%	3- B,S,C	creamy, rich, blueberry	3.75
1856	Parliament	U.S.A.	2016	Tanzania	Kilombero Valley	70%	2- B,S	sour, earthy, roasty	3.25
1860	Pangea	Spain	2016	Fiji	Matasawalevu	76%	2- B,S	intense, bitter, spicy	3
1720	Palette de Bine	Canada	2016	Guatemala	Lachua	70%	2- B,S	fruity, off rubber	2.75
1720	Palette de Bine	Canada	2016	Belize	Maya Mtn	72%	2- B,S	strawberry, savory	3
1848	Pacari	Ecuador	2016	Colombia	Sierra Nevada, Tutu Iku	70%	4- B,S,C,L	complex, balanced	4
1816	Omnom	Iceland	2016	Tanzania	Kakao Kamili, Kilombero Valley	70%	3- B,S,C	sweet, dried fruit, gateway	3.75
1760	Ocho	New Zealand	2016	Samoa	Sang Yum Coop	70%	2- B,S	cocoa, roasty, nutty	3.5
1760	Ocho	New Zealand	2016	Samoa	Sang Yum Coop	100%	1- B	bitter, intense, nutty	2.75
1876	Nugali	Brazil	2016	Brazil	Fazenda Leolinda	70%	3- B,S,C	nutty, banana, cocoa	3.5
1900	Mutari	U.S.A.	2016	Vietnam	Tien Giang, batch 1 SRB	80%	2- B,S	gritty, tart, molasses	3
1896	Mutari	U.S.A.	2016	Tanzania	Kokoa Kamili, batch 1 SRB	68%	2- B,S	dry, earthy, atypical	2.75
1900	Mutari	U.S.A.	2016	Madagascar	Ambanja, batch 1 SRB	68%	2- B,S	sweet, molasses, gritty	2.75
1896	Mutari	U.S.A.	2016	Dominican Republic	Oko Caribe, batch 1 SRB	71%	2- B,S	gritty, sweet, earthy	2.75
1812	Monarque	Canada	2016	Dominican Republic	Oko Caribe	72%	2- B,S	earthy, spicy, cocoa	3.5
1880	Mission	Brazil	2016	Brazil	Fazenda Camboa, Bahia	75%	2- B,S	sticky, blackberry, acidic	3.75
1920	Minimal	Japan	2016	Haiti	Acul-du-Nord, 2015	70%	2- B,S	gritty, sweet, earty	3.5
1728	Mayacama	U.S.A.	2016	Dominican Republic	Hispaniola	72%	2- B,S	gritty, sweet, earthy	3
1836	Martin Mayer	Austria	2016	Haiti	Pisa	82%	3- B,S,C	sandy, earthy, sweet edge	3
1836	Martin Mayer	Austria	2016	Colombia	Tumaco	74%	3- B,S,C	sandy, mild floral, mild nutty	3.25
1836	Martin Mayer	Austria	2016	Bolivia	Alto Beni	76%	3- B,S,C	sticky, pungent, off note	2.75
1808	Marigold's Finest	Canada	2016	Blend	Cacao Nib Crunch	75%	2- B,S	earthy, coffee, roasty	3.25
1884	Marana	Peru	2016	Peru	Cusco	70%	3- B,S,C	smokey, dirty, sour	2.75
1896	Map Chocolate	U.S.A.	2016	Vietnam	Ben Tre, Surprise Valley	75%	3- B,S,C	intense, sour, tart	3.25
1900	Arete	U.S.A.	2016	Vietnam	Tien Giang	73%	3- B,S,C	cashew, roasty, chunky melt	3.5
1848	Manufaktura Czekolady	Poland	2016	Peru	Peru	70%	3- B,S,C	nutty, roasty,	3.5
1844	Manufaktura Czekolady	Poland	2016	Nicaragua	Johe	70%	3- B,S,C	basic, balanced, deep cocoa	3.75
1928	Arete	U.S.A.	2016	Vietnam	Lam Dong	73%	2- B,S	earthy, nutty, cardboard	3.25
1856	Malmo	Sweden	2016	Venezuela	Chuao	70%	3- B,S,C	hammy, unrecognizable	3
1724	Arete	U.S.A.	2016	Trinidad	San Juan	70%	2- B,S	delicate, simple	3.5
1724	Arete	U.S.A.	2016	Tanzania	Kokoa Kamili	70%	2- B,S	appealing smoke, woody	3.75
1924	Arete	U.S.A.	2016	Peru	Phantom	70%	2- B,S	creamy, complex, balanced	4
1904	Arete	U.S.A.	2016	Nicaragua	Rugoso	70%	3- B,S,C	muddy, rich cocoa, raspberry	3.75
1856	Lilla	Finland	2016	Madagascar	Madagascar	70%	2- B,S	sweet edge, bright fruit, off	3
1728	Letterpress	U.S.A.	2016	Liberia	Liberia	70%	2- B,S	floral, black licorice	3.25
1784	L'Amourette	U.S.A.	2016	Nicaragua	Rugoso	80%	2- B,S	spicy, grassy, roasty	3.5
1908	Arete	U.S.A.	2016	Honduras	La Masica, FHIA	70%	2- B,S	nutty, green	3.5
1904	Arete	U.S.A.	2016	Guatemala	Lachua	70%	2- B,S	subtle, mysterious	3.5
1892	La Chocolaterie Nanairo	Japan	2016	Peru	Tumbes, 2013 Harvest, Batch 8	70%	 	grit, earthy, musty	3
1892	La Chocolaterie Nanairo	Japan	2016	Peru	Lumas, 2015 Harvest, Batch 7	70%	 	metallic, cardboard, fruit	2.5
1892	La Chocolaterie Nanairo	Japan	2016	Peru	Lumas, 2015 Harvest, Batch 6, brown sugar	70%	 	molasses, cardboard, off note	2.25
1892	La Chocolaterie Nanairo	Japan	2016	Belize	Belize, 2014 Harvest, Batch 9	70%	 	nutty, fatty	3
1928	Arete	U.S.A.	2016	Fiji	Matasawalevu	70%	2- B,S	smoke, hammy, cocoa base	3.25
1852	K'ul	U.S.A.	2016	Peru	Maranon, Fortunato No. 4	70%	4- B,S,C,L	astringent, unbalanced, off	2.75
1840	K'ul	U.S.A.	2016	Haiti	Kafupbo, Petit Bourg, De Borgnes	70%	4- B,S,C,L	spicy, vanilla, dairy	3.25
1852	K'ul	U.S.A.	2016	Ecuador	Los Rios, Hacienda Limon, Heirloom	70%	4- B,S,C,L	oranges	3.75
1852	K'ul	U.S.A.	2016	Brazil	Bahia, Fazenda Camboa	70%	4- B,S,C,L	creamy, mild flavors	3.75
1904	Arete	U.S.A.	2016	Ecuador	Costa Esmeraldas	70%	3- B,S,C	chewy, mild floral	3.25
1904	Arete	U.S.A.	2016	Ecuador	Hacienda Victoria	70%	3- B,S,C	sticky, floral, roasty	3.25
1928	Arete	U.S.A.	2016	Dominican Republic	Elvesia	70%	2- B,S	dark berry, chocolatey	3.75
1908	Arete	U.S.A.	2016	Costa Rica	Coto Brus, Terciopelo	70%	2- B,S	balanced, cherry, choco	4
1788	Indah	India	2016	India	India (south)	61%	4- B,S,C,L	sour, sweet, rubber	2.5
1872	Holy Cacao	Israel	2016	Peru	Maranon	70%	4- B,S,C,L	sour, raw, green	2.75
1712	Hogarth	New Zealand	2016	Venezuela	Carenero Superior	72%	3- B,S,C	nutty, off notes	2.75
1712	Hogarth	New Zealand	2016	Peru	Gran Blanco	66%	3- B,S,C	mild caramel, honey	3.5
1712	Hogarth	New Zealand	2016	Madagascar	Akesson's Estate	70%	3- B,S,C	sour, earthy	2.75
1712	Hogarth	New Zealand	2016	Dominican Republic	Conacado	75%	3- B,S,C	intense, bitter, coffee	3.25
1852	Animas	U.S.A.	2016	Bolivia	Alto Beni	75%	2- B,S	light roast, caramel, cocoa	3.5
1744	Heirloom Cacao Preservation (Zokoko)	U.S.A.	2016	Bolivia	Wild Beni, Lower Rio Beni, Tranquilidad, 2015	72%	3- B,S,C	dark berry, honey, cream	4
1744	Heirloom Cacao Preservation (Zokoko)	U.S.A.	2016	Bolivia	Alto Beni, Upper Rio Beni, 2015	68%	3- B,S,C	creamy, mild nutty & woody	3.75
1748	Heirloom Cacao Preservation (Mindo)	U.S.A.	2016	Ecuador	Pinchincha, Mindo, Coop Nueva Esper., 2015	77%	3- B,S,C	strong floral, black licorice	3.5
1744	Heirloom Cacao Preservation (Millcreek)	U.S.A.	2016	Ecuador	Los Rios, Hacienda Limon, Orecao, 2015	70%	3- B,S,C	floral	3.5
1744	Heirloom Cacao Preservation (Manoa)	U.S.A.	2016	U.S.A.	O'ahu Island, Maunawili, Agri Research C., 2015	72%	3- B,S,C	astringent, smoke, cream	3.5
1748	Heirloom Cacao Preservation (Fruition)	U.S.A.	2016	Costa Rica	Cota Brus, Terciopelo, 2015	74%	3- B,S,C	mostly earthy, mild dried fruit	3.5
1748	Heirloom Cacao Preservation (Brasstown)	U.S.A.	2016	Belize	Maya Mtn, Moho R., Toledo D., 2015	70%	3- B,S,C	pungent raisin, metallic	3.25
1876	Heilemann	Germany	2016	Peru	Peru	64%	3- B,S,L	powdery, vanilla, artificial	2.75
1808	Harper Macaw	U.S.A.	2016	Brazil	Vale do Juliana, w/ nibs	85%	3- B,S,C	powdery, rich, coffee, roasty	3.25
1896	Green Bean to Bar	Japan	2016	Madagascar	Madagascar	70%	2- B,S	rich, coffee, cherry	3.5
1924	Goodnow Farms	U.S.A.	2016	Nicaragua	El Carmen, batch 1003	77%	3- B,S,C	mild molasses, rich, gateway	3.25
1924	Goodnow Farms	U.S.A.	2016	Mexico	Almendra Blanca, batch 1004	77%	3- B,S,C	sour off flavor, nutty, earthy	2.75
1924	Goodnow Farms	U.S.A.	2016	Guatemala	Asochivite, batch 1005	77%	3- B,S,C	sweet edge, bright fruit, sour	3.25
1848	Glennmade	U.S.A.	2016	Belize	Toledo District, 2015 Harvest	70%	2- B,S	mild strawberry, cocoa	3.5
1780	Fruition	U.S.A.	2016	Costa Rica	Coto Brus, Heirloom, Batch 1	74%	2- B,S	oily, dried fruit, leather	4
1780	Fruition	U.S.A.	2016	Bolivia	Wild Bolivian, Batch 2	74%	2- B,S	oily, tropical	3.75
1912	Friis Holm	Denmark	2016	Nicaragua	Rugoso, Bad Fermentation	70%	2- B,S	vegetal, herbs, raw	3.5
1776	Fossa	Singapore	2016	Tanzania	Kokoa Kamili Coop, Kilombero	67%	2- B,S	gummy, sandy, complex	3.75
1772	Fossa	Singapore	2016	Madagascar	Akesson's E., Sambirano V.	70%	2- B,S	gummy, bland, sour	2.75
1776	Fossa	Singapore	2016	Ecuador	Camino Verde P., Balao, Guayas	75%	2- B,S	sticky, floral	3.5
1776	Forteza (Cortes)	Puerto Rico	2016	U.S.A. (Puerto Rico)	Puerto Rico	80%	6-B,S,C,V,L,Sa	vanilla, dried fruit, nuts	2.75
1776	Forteza (Cortes)	Puerto Rico	2016	Dominican Republic	Dominican Republic	70%	6-B,S,C,V,L,Sa	strong vanilla, earthy, nutty	2.75
1736	Feitoria Cacao	Portugal	2016	Venezuela	Cuyagua	76%	2- B,S	fatty, sandy, nutty, off notes	2.5
1732	Feitoria Cacao	Portugal	2016	Jamaica	Blue Mountain	76%	2- B,S	roasty, spicy, nutty	3
1736	Feitoria Cacao	Portugal	2016	Belize	Maya Mountain	76%	2- B,S	metallic, off notes, powdery	2.75
